Query	Document
when did britain set up east indian trading company	"During the first century of the East India Company's expansion in India, most people in India lived under regional kings or Nawabs. By the late 18th century many Moghuls were weak in comparison to the rapidly expanding Company as it took over cities and land, built railways, roads and bridges. The first railway of 21 mile (33.8 km), known as the Great Indian Peninsula Railway ran between Bombay (Mumbai) and Tannah (Thane) in 1849. The Company sought quick profits because the financial backers in England took high risks: their money for possible profits or losses through shipwrecks, wars or calamities.
"
who played daisy duke in the new dukes of hazzard	"Jessica Simpson recorded her own version of ""These Boots Are Made for Walkin'"" (and added her own lyrics) for the soundtrack to the film ""The Dukes of Hazzard"" (2005). Performed from the point of view of her character in the movie, Simpson's cover was co-produced by Jimmy Jam and Terry Lewis, and was released as the soundtrack's first single in 2005. It became Simpson's fifth top-20 single in the United States and its music video drew some controversy because of its sexual imagery. Both the original Ram Jam version of ""Black Betty"", and the Sylvia Massy produced remake by Spiderbait appear in the film. ""If You Want Blood (You've Got It)"" and ""Shoot to Thrill"" are played by AC/DC.
"
who did puerto rico belong to before the u.s	"Originally populated by the indigenous Taíno people, Puerto Rico was colonized by Spain following the arrival of Christopher Columbus in 1493. It was contested by the French, Dutch, and British, but remained a Spanish possession for the next four centuries. The island's cultural and demographic landscapes were shaped by the displacement and assimilation of the native population, the forced migration of African slaves, and settlement from the Canary Islands and Andalusia. In the Spanish Empire, Puerto Rico played a secondary but strategic role compared to wealthier colonies like Peru and New Spain. Spain's distant administrative control continued up to the end of the 19th century, producing a distinctive creole Hispanic culture and language that combined indigenous, African, and European elements. On September 23, 1868, Ramón Emeterio Betances unleashed a revolt against Spanish rule, declaring for the first time the idea of Puerto Rico as a distinct people, with right to sovereignty. This revolt, known as El Grito de Lares, was eventually put down by Spanish forces, but the movement continued. In 1898, following the Spanish–American War, the United States acquired Puerto Rico under the terms of the Treaty of Paris. Since then, Puerto Rico has remained an unincorporated territorial possession, making it one of the oldest colonies in the Western Hemisphere. 
"
what is the area code for phoenix arizona	"BULLET::::- 602 - For telephone numbers in Phoenix city proper except for Ahwatukee and some western parts of the city.
"
what is the meaning of cc and bcc	"BULLET::::- To send a message to multiple parties with none of them knowing the other recipients. This can be accomplished by addressing a message to oneself and filling in the actual intended recipients in the Bcc: field. However, this does not ensure that the Bcc: addresses will be hidden from other Bcc: addresses in all implementations.
"
who is the girl that died in eyes wide shut	"Their Eyes Were Watching God is a 1937 novel and the best known work by African-American writer Zora Neale Hurston. The novel explores main character Janie Crawford's ""ripening from a vibrant, but voiceless, teenage girl into a woman with her finger on the trigger of her own destiny."" 
"
who played ben stone son on law and order	"Benjamin ""Ben"" Stone is a fictional character portrayed by Michael Moriarty in the TV drama ""Law & Order"". He was the Executive Assistant District Attorney for New York County until his resignation at the end of season four. He appeared in 88 episodes.
"
which animal on earth has the longest life span	"BULLET::::- Adwaita, an Aldabra giant tortoise, died at an estimated age of 255 in March 2006 in Alipore Zoo, Kolkata, India. If verified, it will have been the oldest terrestrial animal in the world.
"
what network is showing the monday night football game	"ESPN Monday Night Football (abbreviated as MNF and also known as ESPN Monday Night Football on ABC for rare live special broadcast) is a live television broadcast of weekly National Football League (NFL) games on ESPN in the United States. From to , it aired on sister broadcast network ABC. ""Monday Night Football"" was, along with ""Hallmark Hall of Fame"" and the Walt Disney anthology television series, one of the longest-running prime time programs ever on commercial network television, and one of the highest-rated, particularly among male viewers. ""MNF"" is preceded on air by ""Monday Night Countdown"".
"
who plays sheila carter on the bold and the beautiful	"Sheila Carter is a fictional character from ""The Young and the Restless"" and ""The Bold and the Beautiful"", American soap operas on the CBS network. Created by William J. Bell, the role was introduced in 1990 — by Edward J. Scott — under the portrayal of Kimberlin Brown, who portrayed the role for many intervals on both soaps until 2006. That same year, Michelle Stafford took over the role, after Sheila had plastic surgery to look like Phyllis Summers. Brown returned to the role of Sheila on ""The Bold and the Beautiful"", beginning on June 9, 2017.
"
when did frank sinatra first sing new york new york	"In 1979, ""Theme from ""New York, New York"""" was re-recorded by Frank Sinatra for his album """" (1980), and has since become closely associated with him. He occasionally performed it live with Minnelli as a duet. Sinatra recorded it a second time for his 1993 album ""Duets"", with Tony Bennett.
"
who said everyone will be famous for 15 minutes	"15 minutes of fame is short-lived media publicity or celebrity of an individual or phenomenon. The expression was inspired by Andy Warhol's words ""In the future, everyone will be world-famous for 15 minutes"", which appeared in the program for a 1968 exhibition of his work at the Moderna Museet in Stockholm, Sweden. Photographer Nat Finkelstein claimed credit for the expression, stating that he was photographing Warhol in 1966 for a proposed book. A crowd gathered trying to get into the pictures and Warhol supposedly remarked that everyone wants to be famous, to which Finkelstein replied, ""Yeah, for about fifteen minutes, Andy.""
"
who sang gonna sit right down and write myself a letter	"""I'm Gonna Sit Right Down and Write Myself a Letter"" is a 1935 popular song with music by Fred E. Ahlert and lyrics by Joe Young. It has been recorded many times, and has become a standard of the Great American Songbook. It was popularized by Fats Waller, who recorded it in 1935 at the height of his fame.
"
who is the current defence against the dark arts teacher	"Defence Against the Dark Arts, commonly shortened to D.A.D.A., is the class that teaches students defensive techniques to defend against the Dark Arts, and to be protected from Dark creatures. In ""Harry Potter and the Deathly Hallows"", with Death-Eaters in charge of the school, the subject is renamed the Dark Arts, and involves pupils practicing the Cruciatus Curse on those who have earned detentions. The subject has an extraordinarily high turnover of staff members—throughout the series no Defence Against the Dark Arts teacher has retained the post for more than one school year. Harry is exceptionally skilled in this subject. During the period the story takes place, the class is taught by Quirinus Quirrell (book one), Gilderoy Lockhart (book two), Remus Lupin (book three), Bartemius Crouch Jr impersonating Alastor ""Mad-eye"" Moody (book four), Dolores Umbridge (book five), Severus Snape (book six), and Amycus Carrow (book seven). Hagrid suggests in ""Harry Potter and the Chamber of Secrets"" that """"They're startin' ter think the job's jinxed. No one's lasted long for a while now."""" In ""Half-Blood Prince"", Dumbledore suggests that Voldemort cursed the position because his application for it was rejected. The existence of the jinx was eventually confirmed by Rowling. The position had also been coveted by Snape, but he was denied the position as well. Snape was finally appointed D.A.D.A. professor in ""Half-Blood Prince"". Rowling announced in an interview that once Voldemort had died, the jinx he placed on the office was lifted and a permanent professor had been teaching the subject between the end of ""Deathly Hallows"" and the epilogue, set nineteen years afterwards. Furthermore, she imagines that Harry Potter occasionally comes to the class to give lectures on the subject.
"
who is playing the halftime show for the superbowl	"The Super Bowl LII Halftime Show (officially known as the Pepsi Super Bowl LII Halftime Show) took place on February 4, 2018 at U.S. Bank Stadium in Minneapolis, Minnesota, as part of Super Bowl LII. Justin Timberlake was the featured performer, as confirmed by the National Football League (NFL) on October 22, 2017. It was televised nationally by NBC. It received four nominations at the 70th Primetime Emmy Awards.
"
what do mobile numbers start with in the uk	"The numbers are of variable length. Local numbers are supported from land-lines, or numbers can be dialled with a '0'-lead prefix that denotes either a geographical region or another service. Cell phone numbers have their own prefixes which are not geographical and are completely portable between providers.
"
who does the voice of nala in the lion king	"Nala is a character who appears in Disney's ""The"" ""Lion King"" franchise. Introduced in the animated film ""The Lion King"" in 1994, Nala subsequently appears as a less prominent character in the film's sequels """" (1998) and ""The Lion King 1½"" (2004), and serves as a recurring character in ""The Lion Guard"" (2015–). In the original film, the adult Nala is voiced by American actress Moira Kelly. Young Nala's speaking voice is provided by actress Niketa Calame, while singers Laura Williams and Sally Dworsky provide the singing voices of young and adult Nala respectively. 
"
what hangs from the trees in the bayou	"The Burzahom site is a prehistoric settlement in the village of the same name in the Srinagar District. It is to the northeast of Srinagar on the Naseem-Shalimar road. The elevation of the site is above sea-level. It is the northernmost excavated Neolithic site of India. The site is on an ancient Pleistocene lake bed. The location is in a high terrace which is part of the floodplain of the Jhelum river and has Karewa soil (clay) formation. The site has a commanding view of the Dal lake which is about away. In the Kashmiri language 'Burzahom' means ""birch"", a tree species (that generally grows in the elevation range of in the Himalayas), which is found in the excavated housing area in the form of roofing material, and thus confirming the existence of the tree even in the pre-historic Neolithic times.
"
where is dancing on ice filmed this year	"On 4 September 2017, it was announced on ""This Morning"" that ""Dancing on Ice"" would return with Willoughby and Schofield as presenters, and Torvill and Dean returning in new roles of head judges. It was also revealed that Jason Gardiner would be returning to the Ice Panel, along with Diversity member Ashley Banjo. With the announcement of the new series it was confirmed that the show would have a new set, new graphics, a new logo and a new theme tune, including the contestants and professionals faces for the first time. The show's new logo was released on the official Twitter account. The series will be filmed at RAF Bovingdon.
"
where does the water from the california aqueduct come from	"The Governor Edmund G. Brown California Aqueduct is a system of canals, tunnels, and pipelines that conveys water collected from the Sierra Nevada Mountains and valleys of Northern and Central California to Southern California. Named after California Governor Edmund Gerald ""Pat"" Brown Sr., the over aqueduct is the principal feature of the California State Water Project.
"
who has given the theory of unbalanced economic growth	"Unbalanced growth is a natural path of economic development. Situations that countries are in at any one point in time reflect their previous investment decisions and development. Accordingly, at any point in time desirable investment programs that are not balanced investment packages may still advance welfare. Unbalanced investment can complement or correct existing imbalances. Once such an investment is made, a new imbalance is likely to appear, requiring further compensating investments. Therefore, growth need not take place in a balanced way. Supporters of the unbalanced growth doctrine include Albert O. Hirschman, Hans Singer, Paul Streeten, Marcus Fleming, Prof. Rostov and J. Sheehan.
"
when was the first nuclear power plant opened	"On June 27, 1954, the USSR's Obninsk Nuclear Power Plant, based on what would become the prototype of the RBMK reactor design, became the world's first nuclear power plant to generate electricity for a power grid, producing around 5 megawatts of electric power.
"
who made the song we are the world	"""We Are the World"" is a charity single originally recorded by the supergroup United Support of Artists (USA) for Africa in 1985. It was written by Michael Jackson and Lionel Richie and produced by Quincy Jones and Michael Omartian for the album ""We Are the World"". With sales in excess of 20 million copies, it is one of fewer than 30 retail singles to have sold at least 10 million copies worldwide.
"
when does the mlb season start and finish	"The 2018 Major League Baseball season began on March 29, 2018. The regular season ended on October 1, extended a day for tiebreaker games to decide the winners of the National League Central and National League West divisions. The postseason began on October 2. The World Series began on October 23, and ended on October 28 with the Boston Red Sox defeating the Los Angeles Dodgers in five games to win their ninth World Series championship.
"
which supreme court judge has surved in international court of justice	"In every High Court, there is a Chief Justice and many other judges whose number is defined by the President of India.
"
what is the term of an official in the house of representatives	"The current House of Representatives, formed following elections held in June 2019, has a total of 360 members who are elected in single-member constituencies using the plurality (or first-past-the-post) system. Members serve four-year terms. The Speaker of the Nigerian House of Representatives is the presiding officer of the house.
"
where in the constitution is the executive branch referenced	"In the United States, an executive order is a directive issued by the president of the United States that manages operations of the federal government and has the force of law. The legal or constitutional basis for executive orders has multiple sources. Article Two of the United States Constitution gives the president broad executive and enforcement authority to use their discretion to determine how to enforce the law or to otherwise manage the resources and staff of the executive branch. The ability to make such orders is also based on express or implied Acts of Congress that delegate to the president some degree of discretionary power (delegated legislation).
"
who represented the state of tennessee in the scopes trial	"Scopes was found guilty and fined $100 (), but the verdict was overturned on a technicality. The trial served its purpose of drawing intense national publicity, as national reporters flocked to Dayton to cover the big-name lawyers who had agreed to represent each side. William Jennings Bryan, three-time presidential candidate, argued for the prosecution, while Clarence Darrow, the famed defense attorney, spoke for Scopes. The trial publicized the Fundamentalist–Modernist controversy, which set Modernists, who said evolution was not inconsistent with religion, against Fundamentalists, who said the word of God as revealed in the Bible took priority over all human knowledge. The case was thus seen as both a theological contest and a trial on whether modern science should be taught in schools.
"
who are nominated for president of india 2017	"A presidential election was held in India on 17 July 2017 with the votes counted and the results announced on 20 July 2017. Ram Nath Kovind became 14th President of India. President Pranab Mukherjee, whose term of office was due to expire on 24 July 2017, declined to seek re-election due to health concerns and old age.
"
how long did the menendez brothers get in prison for killing their parents	"Joseph Lyle Menéndez (born January 10, 1968) and Erik Galen Menéndez (born November 27, 1970) are American brothers who were convicted in 1994 for the 1989 shotgun murders of their wealthy parents, entertainment executive José Menéndez and his wife Mary (""Kitty""). Although the brothers were not considered suspects at first, suspicions about their involvement arose when they began to spend money lavishly after the murders. During the trial, the brothers claimed that they committed the murders because of years of sexual and emotional abuse that they suffered at the hands of their parents, particularly their father. They were first tried separately, with one jury for each brother. Both juries deadlocked, which resulted in a mistrial. For the second trial, they were tried together by the same jury, which rejected the defense's claim, and as a result, they were sentenced to life in prison without the possibility of parole.
"
natural resources can be divided into what two categories	"BULLET::::- ""Biotic"" — Biotic resources are obtained from the biosphere (living and organic material), such as forests and animals, and the materials that can be obtained from them. Fossil fuels such as coal and petroleum are also included in this category because they are formed from decayed organic matter.
"
who is the no. 1 ranked tennis player in the world	"Federer and Rafael Nadal were in contention for the ATP no. 1 singles ranking at the start of the tournament. Nadal ensured he would retain the top ranking by reaching the fourth round. It was the first time since the 2011 Australian Open that Federer and Nadal were the top 2 seeds at a grand slam.
"
jharkhand which festival is associated with cattle worship	"National Research Centre on equines was established on 28 September 1989 for conducting research for improving the technologies for optimization of production potential of the equines. The campus has state-of-art laboratories for conducting research in equine genetics, nutrition, medicine, reproduction, and management. The Campus has the responsibility to generate technologies for augmenting equine performance in order to uplift the socio-economic status of poor equine owners. Conservation and propagation of equines through ecotourism has recently been initiated. The elite Marwari horses of Rajasthan, Kathiawari horses of Gujarat, Zanskari horses of Ladakh, Manipuri horses of Manipur and Poitou donkeys of France are maintained and bred here. An Equine Information Centre and a Museum has been developed for depicting the basic and technical details about the horses. Cryopreservation of semen, artificial insemination, ultrasonography and endoscopy of equines is routinely carried out here.
"
who wrote the phantom of the opera music	"The Phantom of the Opera is a musical with music by Andrew Lloyd Webber and lyrics by Charles Hart. Richard Stilgoe and Lloyd Webber wrote the musical's book together. Stilgoe also provided additional lyrics. Based on the French novel of the same name by Gaston Leroux, its central plot revolves around a beautiful soprano, Christine Daaé, who becomes the obsession of a mysterious, disfigured musical genius living in the subterranean labyrinth beneath the Paris Opéra House.
"
legislation regarding data protection and security in uk	"The Data Protection Act 1998 (c 29) was a United Kingdom Act of Parliament designed to protect personal data stored on computers or in an organised paper filing system. It enacted the EU Data Protection Directive 1995's provisions on the protection, processing and movement of data. 
"
who does the voice of the gorilla in the movie sing	"Sing is a 2016 American computer-animated musical film produced by Illumination Entertainment. It was directed and written by Garth Jennings, co-directed by Christophe Lourdelet and starring the voices of Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, and Tori Kelly. The film is about a group of anthropomorphic animals that enter a singing competition, hosted by a koala who is trying to save his theater.
"
different ways to spell corey for a boy	"Cory
"
what is the location at the end of minority report	"The Senate Majority and Minority Leaders are two United States Senators and members of the party leadership of the United States Senate. These leaders serve as the chief Senate spokespeople for the political parties respectively holding the majority and the minority in the United States Senate, and manage and schedule the legislative and executive business of the Senate. They are elected to their positions in the Senate by the party caucuses: the Senate Democratic Caucus and the Senate Republican Conference.
"
who plays the mother of howard on big bang theory	"Kaley Christine Cuoco ( ; ; born November 30, 1985) is an American actress and producer. After a series of supporting film and television roles in the late 1990s, she landed her breakthrough role as Bridget Hennessy on the ABC sitcom ""8 Simple Rules"", on which she starred from 2002 to 2005. Thereafter, Cuoco appeared as Billie Jenkins on the final season of the television series ""Charmed"" (2005–2006). She has also starred as Penny on the CBS sitcom ""The Big Bang Theory"" (2007–2019), for which she has received Satellite, Critics' Choice, and People's Choice Awards. Cuoco's film work includes roles in ""To Be Fat like Me"" (2007), ""Hop"" (2011) and ""Authors Anonymous"" (2014). She received a star on the Hollywood Walk of Fame in 2014. In October 2017, Cuoco founded Yes, Norman Productions.
"
when did the movie varsity blues come out	"Varsity Blues is a 1999 American comedy-drama-sports film directed by Brian Robbins and starring James Van Der Beek, Jon Voight, Paul Walker, Ron Lester, and Scott Caan. It follows a small-town 3A high school football team and their overbearing coach through a tumultuous season. The players must deal with the pressures of adolescence and their football-obsessed community while having their hard coach on their back constantly. In the small (fictional) town of West Canaan, Texas, football is a way of life, and losing is not an option.
"
how many seasons of johnny bravo are there	"The fifth season consists of a double order of twenty episodes, split into two parts of ten episodes; the second half premiered on November 28, 2018, The premise of the fifth season differs from the previous four after the departure of Travis Fimmel as Ragnar, and it now follows the adventures of his sons. Jonathan Rhys Meyers is introduced as a major character, after his initial appearance in the fourth season's finale. The season concluded in its entirety on January 30, 2019.
"
how many seasons of the bastard executioner are there	"The Bastard Executioner
"
when does star trek discovery air on tv	"""Star Trek: Discovery"" premiered at the ArcLight Hollywood on September 19, 2017. The first episode aired in a ""preview broadcast"" on CBS in the United States on September 24, and was made available for free on CBS All Access along with the second episode (which required an All Access subscription). Subsequent first-run episodes, making up the first chapter of the season, were streamed weekly on All Access through November 5. The second chapter streamed from January 7 to February 11, 2018.
"
how long prime minister stay in office canada	"The Canadian prime minister serves at Her Majesty's pleasure, meaning the post does not have a fixed term. Once appointed and sworn in by the governor general, the prime minister remains in office until he or she resigns, is dismissed, or dies. The lifespan of parliament was limited by the constitution to five years, though the governor general may still, on the advice of the prime minister, dissolve parliament and issue the writs of election prior to the date mandated by the ""Canada Elections Act""; the King–Byng Affair was the only time since Confederation that the governor general deemed it necessary to refuse his prime minister's request for a general vote. As of 2007, with an amendment to the ""Elections Act"", Section 56.1(2) was changed to limit the term of a majority government to four years, with election day being set as the third Monday in October of the fourth calendar year after the previous polling date.
"
when was the last time vancouver had an earthquake	"1946 Vancouver Island earthquake
"
who was the drummer with the travelling wilburys	"The Traveling Wilburys (sometimes shortened to the Wilburys) were an English–American supergroup consisting of Bob Dylan, George Harrison, Jeff Lynne, Roy Orbison and Tom Petty. Originating from an idea discussed by Harrison and Lynne during the sessions for Harrison's 1987 album ""Cloud Nine"", the band formed in April 1988 after the five members united to record a bonus track for Harrison's next European single. When this collaboration, ""Handle with Care"", was deemed too good for such a limited release, the group agreed to record a full album, titled ""Traveling Wilburys Vol. 1"". Following Orbison's death in December 1988, the band released a second album, which they titled ""Traveling Wilburys Vol. 3"", in 1990.
"
is greenland part of europe or north america	"Greenland (, ; , ) is an autonomous country of the Kingdom of Denmark, located between the Arctic and Atlantic oceans, east of the Canadian Arctic Archipelago. Though physiographically a part of the continent of North America, Greenland has been politically and culturally associated with Europe (specifically Norway and Denmark, the colonial powers, as well as the nearby island of Iceland) for more than a millennium. The majority of its residents are Inuit, whose ancestors began migrating from the Canadian mainland in the 13th century, gradually settling across the island.
"
who sings i will go down with this ship	"""Don't Let Me Down"" is a song by American production duo The Chainsmokers. The song features the vocals of American singer Daya, and was released on February 5, 2016, through Disruptor Records and Columbia Records. The song was written by Andrew Taggart, Emily Warren and Scott Harris. It was released on March 22, 2016, as the radio single follow-up to ""Roses"".
"
when did john hart play the lone ranger	"John Lewis Hart (December 13, 1917 – September 20, 2009), also credited as John Hilton was an American film and television actor. In his early career, Hart appeared mostly in Westerns. Although Hart played mostly minor roles in some fairly well known films, he was probably best known for having replaced Clayton Moore in 1952 in the television series, ""The Lone Ranger"" for one season from 1952 until 1953.
"
what college does everyone in gossip girl go to	"The third season focuses on Blair, Dan and Vanessa getting into New York University along with movie star Olivia Burke (Hilary Duff), whom Dan starts dating; Nate getting into Columbia University; Serena taking a year off from school; Jenny becoming Queen Bee at Constance; and Chuck running Bass Industries, along with now adoptive mother Lily van der Woodsen. The first couple of episodes feature part of the summer vacation, respectively the week before the start of University classes and school. The role of ""Gossip Girl"" is slightly decreased throughout the season.
"
who played amy grant i i can only imagine	"BULLET::::- Nicole DuPort as Amy Grant
"
who led an attack that allowed for american victory at yorktown	"The siege of Yorktown, also known as the Battle of Yorktown, the surrender at Yorktown, German Battle or the siege of Little York, ending on October 19, 1781, at Yorktown, Virginia, was a decisive victory by a combined force of American Continental Army troops led by General George Washington and French Army troops led by the Comte de Rochambeau over a British army commanded by British peer and Lieutenant General Charles Cornwallis. The culmination of the Yorktown campaign, the siege proved to be the last major land battle of the American Revolutionary War in the North American theater, as the surrender by Cornwallis, and the capture of both him and his army, prompted the British government to negotiate an end to the conflict. The battle boosted faltering American morale and revived French enthusiasm for the war, as well as undermining popular support for the conflict in Great Britain.
"
who holds the world record for the most world records	"West Indian Brian Lara took the fewest innings (195) to reach the 10,000 run mark, later equalled by Sachin Tendulkar and Kumar Sangakkara, while Australia's Steve Waugh took the most innings to achieve the feat (244). Tendulkar holds multiple records—the most appearances and the highest number of both centuries and half-centuries. England's Alastair Cook is the fastest in terms of time span, taking 10 years and 87 days, breaking the record previously held by Rahul Dravid, while West Indian Shivnarine Chanderpaul's time span of 18 years and 37 days is the slowest among all. , Tendulkar leads the list with 15,921 runs and he is followed by Ricky Ponting of Australia (13,378 runs). Pakistan's Younis Khan is the latest player to achieve this feat.
"
where is the snooker world open currently held	"Following Barry Hearn's takeover of the World Professional Billiards and Snooker Association, the Grand Prix was reformatted and renamed to World Open. The event gave a chance for amateurs to play alongside professionals. The amateurs had to win 3 matches to qualify for the main draw. On 9 January 2012 it was announced, that the World Open would be held in the next five years in Haikou on the Hainan Island. In November 2014, it was announced that the tournament would not be held in the 2014/2015 season after the contract with the promoter was not renewed and a new venue was not found in time. The event returned in the 2016/2017 season.
"
who does the voice of mickey mouse on mickey mouse clubhouse	"BULLET::::- Mickey Mouse (voiced by Wayne Allwine in 2006–12, and Bret Iwan in 2012–16)
"
term limits for house of representatives and senate	"In the 1994 elections, part of the Republican platform included legislation for term limits in Congress. After winning the majority, a Republican congressman brought a constitutional amendment to the House floor that proposed limiting members of the Senate to two six-year terms and members of the House to six two-year terms. However, this rate of rotation was so slow (the life-tenured Supreme Court averages in the vicinity of twelve years) that the congressional version of term-limits garnered little support among the populist backers of term limits, including U.S. Term Limits, the largest private organization pushing for congressional term limits. The bill got only a bare majority (227–204), falling short of the two-thirds majority (290) needed for constitutional amendments. Three other term limit amendment bills failed to get more than 200 votes.
"
who sings sugar sugar you are my candy girl	"""Sugar, Sugar"" is a song written by Jeff Barry and Andy Kim. It was originally recorded by the virtual band the Archies. This version reached number one in the US on the ""Billboard"" Hot 100 chart in 1969 and remained there for four weeks. It was also number one on the UK Singles chart in that same year for eight weeks. The song became a hit again in 1970 when rhythm and blues and soul singer Wilson Pickett took it back onto the charts.
"
what type of economic system was utilized in the soviet union	"Beginning in 1928, the course of the Soviet Union's economy was guided by a series of five-year plans. By the 1950s, the Soviet Union had rapidly evolved from a mainly agrarian society into a major industrial power. Its transformative capacity—what the White House National Security Council of the United States described as a ""proven ability to carry backward countries speedily through the crisis of modernization and industrialization""—meant communism consistently appealed to the intellectuals of developing countries in Asia. Impressive growth rates during the first three five-year plans (1928–1940) are particularly notable given that this period is nearly congruent with the Great Depression. During this period, the Soviet Union saw rapid industrial growth while other regions were suffering from crisis. Nevertheless, the impoverished base upon which the five-year plans sought to build meant that at the commencement of Operation Barbarossa the country was still poor.
"
mark who went to golf majors in 1998	"BULLET::::4. Woods scoring average in 2000 is the lowest in PGA Tour history, both adjusted, 67.79, and unadjusted, 68.17.
"
who has the oldest team in the nba	"Boston Celtics center Bill Russell holds the record for the most NBA championships won with 11 titles during his 13-year playing career. He won his first championship with the Boston Celtics in his rookie year. Afterwards, he went on to win ten championships in the next 12 years, including eight consecutive championships from 1959 to 1966. He won the last two championships in 1968 and 1969 as player-coach. Russell's teammate, Sam Jones, won ten championships from 1959 to 1969, the second most in NBA history. Four Celtics players, Tom Heinsohn, K. C. Jones, Satch Sanders and John Havlicek, won eight championships each, with Havlicek being the only one to win championships independently of Russell. Two other Celtics, Jim Loscutoff and Frank Ramsey, won seven championships each. Four players, Bob Cousy, Kareem Abdul-Jabbar, Michael Jordan and Scottie Pippen, won six championships each. Jordan and Pippen are members of the Chicago Bulls team who won three consecutive championships twice in the 1990s. George Mikan won two championships in the NBL before it merged with the BAA to form the NBA, and won five championships in the NBA. No active player has won four or more championships, but several players have won three.
"
who sings the original windmills of your mind	"""Got My Mind Set on You"" (also written as ""(Got My Mind) Set on You"") is a song written and composed by Rudy Clark and originally recorded by James Ray in 1962, under the title ""I've Got My Mind Set on You"". An edited version of the song was released later in the year as a single on the Dynamic Sound label credited to James Ray with Hutch Davie Orchestra & Chorus. 
"
who made the first spanish landing on the mainland of north america	"The first European explorers, flying the flags of Spain and of England, sailed along the coast of California from the early 16th century to the mid-18th century, but no European settlements were established. The most important colonial power, Spain, focused attention on its imperial centers in Mexico and Peru. Confident of Spanish claims to all lands touching the Pacific Ocean (including California), Spain sent an exploring party sailing along the California coastline. The California seen by these ship-bound explorers was one of hilly grasslands and wooded canyons, with few apparent resources or natural ports to attract colonists.
"
where did iowa state football coach come from	"Wright was the ninth head football coach at Prairie View A&M University in Prairie View, Texas and he held that position for ten seasons, from 1966 to 1968, and 1973 to 1979. His career coaching record at Prairie View was 31–67–2. He led the team to their last winning record in 2003 until the 2007 season under Henry Frazier, III.
"
what was the alliance between great britian russia and france known as	"The Triple Entente (from French ""entente"" ""meaning friendship, understanding, agreement"") was the understanding linking the Russian Empire, the French Third Republic, and the United Kingdom of Great Britain and Ireland after the signing of the Anglo-Russian Entente on 31 August 1907. The understanding between the three powers, supplemented by agreements with Japan and Portugal, was a powerful counterweight to the Triple Alliance of Germany, Austria-Hungary, and Italy.
"
where did they film the book of eli	"The Book of Eli is a 2010 American post-apocalyptic neo-western action film directed by The Hughes Brothers, written by Gary Whitta, and starring Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, and Jennifer Beals. The story revolves around Eli, a nomad in a post-apocalyptic world, who is told by a voice to deliver his copy of a mysterious book to a safe location on the West Coast of the United States. The history of the post-war world is explained along the way, as is the importance of Eli's task. Filming began in February 2009 and took place in New Mexico.
"
where did the british army launch a successful invasion in 1776	"The Battles of Saratoga (September 19 and October 7, 1777) marked the climax of the Saratoga campaign, giving a decisive victory to the Americans over the British in the American Revolutionary War. British General John Burgoyne led a large invasion army southward from Canada in the Champlain Valley, hoping to meet a similar British force marching northward from New York City and another British force marching eastward from Lake Ontario; the southern and western forces never arrived, and Burgoyne was surrounded by American forces in upstate New York. He fought two small battles to break out which took place 18 days apart on the same ground, south of Saratoga, New York. They both failed.
"
who sang with eternal on i wanna be the only one	"""I Wanna Be the Only One"" became Eternal's biggest hit to date: it was the third most played song on British radio and the most played song on European radio by a UK act in 1997. It earned Eternal a MOBO Award and Capital FM Award for Best Single. It was also nominated for Best Single at the BRIT Awards. As of May 2019, the song has sold 728,000 copies in the UK.
"
who does april end up with on parks and rec	"Although still dating her openly bisexual boyfriend, Derek, who is still dating his boyfriend, Ben, April begins to develop a crush on Andy Dwyer (who works at city hall), the ex-boyfriend of Ann Perkins. Andy is able to make April smile, which is something she rarely does. April flirts with Andy and even convinces Andy to let her give him hickeys on his neck in order to make Ann jealous, but Andy nevertheless remains unaware of her feelings toward him. In order to remain close to Andy, April volunteers to work as Ron's assistant, ending her time as an intern and establishing a full-time position at the Pawnee town hall. April finally breaks up with Derek after he makes fun of Andy and gives her a hard time about spending too much time with him. Toward the end of the season Andy and April's relationship begins to grow to the point that he begins to reciprocate her feelings but their age difference continues to be a wedge between them. They admit their mutual attraction to each other in the season finale, but she tells him she does not want to get involved with him due to what she perceives as his lasting feelings for Ann. She changes her mind after he gets into a car accident and the two kiss for the first time, but she leaves abruptly after he reveals Ann kissed him just two minutes earlier.
"
what is the population of fayetteville north carolina	"Fayetteville has received the All-America City Award from the National Civic League three times. As of the 2010 census it had a population of 200,564, with an estimated population of 204,408 in 2013. It is the 6th-largest city in North Carolina. Fayetteville is in the Sandhills in the western part of the Coastal Plain region, on the Cape Fear River.
"
who invented the cornell method of note taking	"The Cornell Notes system (also Cornell note-taking system, Cornell method, or Cornell way) is a note-taking system devised in the 1940s by Walter Pauk, an education professor at Cornell University. Pauk advocated its use in his best-selling book ""How to Study in College"".
"
when did the sims 4 toddlers come out	"A toddler is a child 12 to 36 months old. The toddler years are a time of great cognitive, emotional and social development. The word is derived from ""to toddle"", which means to walk unsteadily, like a child of this age.
"
when does season 8 for blue bloods start	"The eighth season of ""Blue Bloods"", a police procedural drama series created by Robin Green and Mitchell Burgess, premiered on CBS on September 29, 2017. The season contained 22 episodes and concluded on May 11, 2018.
"
